game=../Common/res/lud/board/war/replacement/eliminate/all/Rempart.lud
START GAME OPTIONS
END GAME OPTIONS
RNG internal state=-35,120,60,-41,-26,-83,-107,123
Move=[Move:mover=0,from=2,to=2,actions=[Add:type=Vertex,to=2,what=1]]
Move=[Move:mover=0,from=6,to=6,actions=[Add:type=Vertex,to=6,what=1]]
Move=[Move:mover=0,from=10,to=10,actions=[Add:type=Vertex,to=10,what=1]]
Move=[Move:mover=0,from=54,to=54,actions=[Add:type=Vertex,to=54,what=1]]
Move=[Move:mover=0,from=58,to=58,actions=[Add:type=Vertex,to=58,what=1]]
Move=[Move:mover=0,from=62,to=62,actions=[Add:type=Vertex,to=62,what=1]]
Move=[Move:mover=0,from=106,to=106,actions=[Add:type=Vertex,to=106,what=1]]
Move=[Move:mover=0,from=110,to=110,actions=[Add:type=Vertex,to=110,what=1]]
Move=[Move:mover=0,from=114,to=114,actions=[Add:type=Vertex,to=114,what=1]]
Move=[Move:mover=0,from=158,to=158,actions=[Add:type=Vertex,to=158,what=1]]
Move=[Move:mover=0,from=162,to=162,actions=[Add:type=Vertex,to=162,what=1]]
Move=[Move:mover=0,from=166,to=166,actions=[Add:type=Vertex,to=166,what=1]]
Move=[Move:mover=0,from=26,to=26,actions=[Add:type=Vertex,to=26,what=2]]
Move=[Move:mover=0,from=30,to=30,actions=[Add:type=Vertex,to=30,what=2]]
Move=[Move:mover=0,from=34,to=34,actions=[Add:type=Vertex,to=34,what=2]]
Move=[Move:mover=0,from=38,to=38,actions=[Add:type=Vertex,to=38,what=2]]
Move=[Move:mover=0,from=78,to=78,actions=[Add:type=Vertex,to=78,what=2]]
Move=[Move:mover=0,from=82,to=82,actions=[Add:type=Vertex,to=82,what=2]]
Move=[Move:mover=0,from=86,to=86,actions=[Add:type=Vertex,to=86,what=2]]
Move=[Move:mover=0,from=90,to=90,actions=[Add:type=Vertex,to=90,what=2]]
Move=[Move:mover=0,from=130,to=130,actions=[Add:type=Vertex,to=130,what=2]]
Move=[Move:mover=0,from=134,to=134,actions=[Add:type=Vertex,to=134,what=2]]
Move=[Move:mover=0,from=138,to=138,actions=[Add:type=Vertex,to=138,what=2]]
Move=[Move:mover=0,from=142,to=142,actions=[Add:type=Vertex,to=142,what=2]]
Move=[Move:mover=2,from=154,to=154,actions=[Add:type=Vertex,to=154,what=2,decision=true]]
Move=[Move:mover=1,from=153,to=153,actions=[Add:type=Vertex,to=153,what=1,decision=true]]
Move=[Move:mover=2,from=27,to=27,actions=[Add:type=Vertex,to=27,what=2,decision=true]]
Move=[Move:mover=1,from=154,to=154,actions=[Select:typeFrom=Vertex,from=154,decision=true],[Remove:type=Vertex,to=116],[Remove:type=Vertex,to=129],[Remove:type=Vertex,to=141],[Remove:type=Vertex,to=142],[Remove:type=Vertex,to=154],[Remove:type=Vertex,to=155]]
Move=[Move:mover=2,from=91,to=91,actions=[Add:type=Vertex,to=91,what=2,decision=true]]
Move=[Move:mover=1,from=145,to=145,actions=[Add:type=Vertex,to=145,what=1,decision=true]]
Move=[Move:mover=2,from=24,to=24,actions=[Add:type=Vertex,to=24,what=2,decision=true]]
Move=[Move:mover=1,from=23,to=23,actions=[Add:type=Vertex,to=23,what=1,decision=true]]
Move=[Move:mover=2,from=43,to=43,actions=[Add:type=Vertex,to=43,what=2,decision=true]]
Move=[Move:mover=1,from=159,to=159,actions=[Add:type=Vertex,to=159,what=1,decision=true]]
Move=[Move:mover=2,from=40,to=40,actions=[Add:type=Vertex,to=40,what=2,decision=true]]
Move=[Move:mover=1,from=128,to=128,actions=[Add:type=Vertex,to=128,what=1,decision=true]]
Move=[Move:mover=2,from=104,to=104,actions=[Add:type=Vertex,to=104,what=2,decision=true]]
Move=[Move:mover=1,from=93,to=93,actions=[Add:type=Vertex,to=93,what=1,decision=true]]
Move=[Move:mover=2,from=136,to=136,actions=[Add:type=Vertex,to=136,what=2,decision=true]]
Move=[Move:mover=1,from=15,to=15,actions=[Add:type=Vertex,to=15,what=1,decision=true]]
Move=[Move:mover=2,from=118,to=118,actions=[Add:type=Vertex,to=118,what=2,decision=true]]
Move=[Move:mover=1,from=154,to=154,actions=[Add:type=Vertex,to=154,what=1,decision=true]]
Move=[Move:mover=2,from=79,to=79,actions=[Add:type=Vertex,to=79,what=2,decision=true]]
Move=[Move:mover=1,from=96,to=96,actions=[Add:type=Vertex,to=96,what=1,decision=true]]
Move=[Move:mover=2,from=33,to=33,actions=[Add:type=Vertex,to=33,what=2,decision=true]]
Move=[Move:mover=1,from=41,to=41,actions=[Add:type=Vertex,to=41,what=1,decision=true]]
Move=[Move:mover=2,from=131,to=131,actions=[Add:type=Vertex,to=131,what=2,decision=true]]
Move=[Move:mover=1,from=161,to=161,actions=[Add:type=Vertex,to=161,what=1,decision=true]]
Move=[Move:mover=2,from=25,to=25,actions=[Add:type=Vertex,to=25,what=2,decision=true]]
Move=[Move:mover=1,from=66,to=66,actions=[Add:type=Vertex,to=66,what=1,decision=true]]
Move=[Move:mover=2,from=147,to=147,actions=[Add:type=Vertex,to=147,what=2,decision=true]]
Move=[Move:mover=1,from=12,to=12,actions=[Add:type=Vertex,to=12,what=1,decision=true]]
Move=[Move:mover=2,from=125,to=125,actions=[Add:type=Vertex,to=125,what=2,decision=true]]
Move=[Move:mover=1,from=14,to=14,actions=[Add:type=Vertex,to=14,what=1,decision=true]]
Move=[Move:mover=2,from=121,to=121,actions=[Add:type=Vertex,to=121,what=2,decision=true]]
Move=[Move:mover=1,from=25,to=25,actions=[Select:typeFrom=Vertex,from=25,decision=true],[Remove:type=Vertex,to=24],[Remove:type=Vertex,to=25],[Remove:type=Vertex,to=37],[Remove:type=Vertex,to=38],[Remove:type=Vertex,to=51],[Remove:type=Vertex,to=64],[Remove:type=Vertex,to=77],[Remove:type=Vertex,to=90]]
Move=[Move:mover=2,from=65,to=65,actions=[Add:type=Vertex,to=65,what=2,decision=true]]
Move=[Move:mover=1,from=124,to=124,actions=[Add:type=Vertex,to=124,what=1,decision=true]]
Move=[Move:mover=2,from=122,to=122,actions=[Add:type=Vertex,to=122,what=2,decision=true]]
Move=[Move:mover=1,from=80,to=80,actions=[Add:type=Vertex,to=80,what=1,decision=true]]
Move=[Move:mover=2,from=95,to=95,actions=[Add:type=Vertex,to=95,what=2,decision=true]]
Move=[Move:mover=1,from=119,to=119,actions=[Add:type=Vertex,to=119,what=1,decision=true]]
Move=[Move:mover=2,from=144,to=144,actions=[Add:type=Vertex,to=144,what=2,decision=true]]
Move=[Move:mover=1,from=155,to=155,actions=[Add:type=Vertex,to=155,what=1,decision=true]]
Move=[Move:mover=2,from=87,to=87,actions=[Add:type=Vertex,to=87,what=2,decision=true]]
Move=[Move:mover=1,from=144,to=144,actions=[Select:typeFrom=Vertex,from=144,decision=true],[Remove:type=Vertex,to=65],[Remove:type=Vertex,to=78],[Remove:type=Vertex,to=79],[Remove:type=Vertex,to=91],[Remove:type=Vertex,to=104],[Remove:type=Vertex,to=117],[Remove:type=Vertex,to=118],[Remove:type=Vertex,to=130],[Remove:type=Vertex,to=131],[Remove:type=Vertex,to=144]]
Move=[Move:mover=2,from=0,to=0,actions=[Add:type=Vertex,to=0,what=2,decision=true]]
Move=[Move:mover=1,from=141,to=141,actions=[Add:type=Vertex,to=141,what=1,decision=true]]
Move=[Move:mover=2,from=81,to=81,actions=[Add:type=Vertex,to=81,what=2,decision=true]]
Move=[Move:mover=1,from=42,to=42,actions=[Add:type=Vertex,to=42,what=1,decision=true]]
Move=[Move:mover=2,from=150,to=150,actions=[Add:type=Vertex,to=150,what=2,decision=true]]
Move=[Move:mover=1,from=83,to=83,actions=[Add:type=Vertex,to=83,what=1,decision=true]]
Move=[Move:mover=2,from=96,to=96,actions=[Select:typeFrom=Vertex,from=96,decision=true],[Remove:type=Vertex,to=83],[Remove:type=Vertex,to=96],[Remove:type=Vertex,to=97],[Remove:type=Vertex,to=109],[Remove:type=Vertex,to=110],[Remove:type=Vertex,to=111],[Remove:type=Vertex,to=124]]
Move=[Move:mover=1,from=165,to=165,actions=[Add:type=Vertex,to=165,what=1,decision=true]]
Move=[Move:mover=2,from=96,to=96,actions=[Add:type=Vertex,to=96,what=2,decision=true]]
Move=[Move:mover=1,from=60,to=60,actions=[Add:type=Vertex,to=60,what=1,decision=true]]
Move=[Move:mover=2,from=68,to=68,actions=[Add:type=Vertex,to=68,what=2,decision=true]]
Move=[Move:mover=1,from=40,to=40,actions=[Select:typeFrom=Vertex,from=40,decision=true],[Remove:type=Vertex,to=0],[Remove:type=Vertex,to=13],[Remove:type=Vertex,to=26],[Remove:type=Vertex,to=27],[Remove:type=Vertex,to=40]]
Move=[Move:mover=2,from=94,to=94,actions=[Add:type=Vertex,to=94,what=2,decision=true]]
Move=[Move:mover=1,from=96,to=96,actions=[Select:typeFrom=Vertex,from=96,decision=true],[Remove:type=Vertex,to=68],[Remove:type=Vertex,to=81],[Remove:type=Vertex,to=82],[Remove:type=Vertex,to=94],[Remove:type=Vertex,to=95],[Remove:type=Vertex,to=96]]
Move=[Move:mover=2,from=124,to=124,actions=[Add:type=Vertex,to=124,what=2,decision=true]]
Move=[Move:mover=1,from=29,to=29,actions=[Add:type=Vertex,to=29,what=1,decision=true]]
Move=[Move:mover=2,from=31,to=31,actions=[Add:type=Vertex,to=31,what=2,decision=true]]
Move=[Move:mover=1,from=73,to=73,actions=[Add:type=Vertex,to=73,what=1,decision=true]]
Move=[Move:mover=2,from=109,to=109,actions=[Add:type=Vertex,to=109,what=2,decision=true]]
Move=[Move:mover=1,from=27,to=27,actions=[Add:type=Vertex,to=27,what=1,decision=true]]
Move=[Move:mover=2,from=17,to=17,actions=[Add:type=Vertex,to=17,what=2,decision=true]]
Move=[Move:mover=1,from=160,to=160,actions=[Add:type=Vertex,to=160,what=1,decision=true]]
Move=[Move:mover=2,from=100,to=100,actions=[Add:type=Vertex,to=100,what=2,decision=true]]
Move=[Move:mover=1,from=3,to=3,actions=[Add:type=Vertex,to=3,what=1,decision=true]]
Move=[Move:mover=2,from=85,to=85,actions=[Add:type=Vertex,to=85,what=2,decision=true]]
Move=[Move:mover=1,from=92,to=92,actions=[Add:type=Vertex,to=92,what=1,decision=true]]
Move=[Move:mover=2,from=120,to=120,actions=[Add:type=Vertex,to=120,what=2,decision=true]]
Move=[Move:mover=1,from=116,to=116,actions=[Add:type=Vertex,to=116,what=1,decision=true]]
Move=[Move:mover=2,from=160,to=160,actions=[Select:typeFrom=Vertex,from=160,decision=true],[Remove:type=Vertex,to=145],[Remove:type=Vertex,to=158],[Remove:type=Vertex,to=159],[Remove:type=Vertex,to=160],[Remove:type=Vertex,to=161],[Remove:type=Vertex,to=162]]
Move=[Move:mover=1,from=81,to=81,actions=[Add:type=Vertex,to=81,what=1,decision=true]]
Move=[Move:mover=2,from=84,to=84,actions=[Add:type=Vertex,to=84,what=2,decision=true]]
Move=[Move:mover=1,from=82,to=82,actions=[Add:type=Vertex,to=82,what=1,decision=true]]
Move=[Move:mover=2,from=123,to=123,actions=[Add:type=Vertex,to=123,what=2,decision=true]]
Move=[Move:mover=1,from=49,to=49,actions=[Add:type=Vertex,to=49,what=1,decision=true]]
Move=[Move:mover=2,from=135,to=135,actions=[Add:type=Vertex,to=135,what=2,decision=true]]
Move=[Move:mover=1,from=45,to=45,actions=[Add:type=Vertex,to=45,what=1,decision=true]]
Move=[Move:mover=2,from=98,to=98,actions=[Add:type=Vertex,to=98,what=2,decision=true]]
Move=[Move:mover=1,from=17,to=17,actions=[Select:typeFrom=Vertex,from=17,decision=true],[Remove:type=Vertex,to=17],[Remove:type=Vertex,to=30],[Remove:type=Vertex,to=31],[Remove:type=Vertex,to=43]]
Move=[Move:mover=2,from=21,to=21,actions=[Add:type=Vertex,to=21,what=2,decision=true]]
Move=[Move:mover=1,from=9,to=9,actions=[Add:type=Vertex,to=9,what=1,decision=true]]
Move=[Move:mover=2,from=11,to=11,actions=[Select:typeFrom=Vertex,from=11,decision=true],[Remove:type=Vertex,to=9],[Remove:type=Vertex,to=10],[Remove:type=Vertex,to=11],[Remove:type=Vertex,to=12],[Remove:type=Vertex,to=23]]
Move=[Move:mover=1,from=107,to=107,actions=[Add:type=Vertex,to=107,what=1,decision=true]]
Move=[Move:mover=2,from=111,to=111,actions=[Add:type=Vertex,to=111,what=2,decision=true]]
Move=[Move:mover=1,from=61,to=61,actions=[Add:type=Vertex,to=61,what=1,decision=true]]
Move=[Move:mover=2,from=146,to=146,actions=[Add:type=Vertex,to=146,what=2,decision=true]]
Move=[Move:mover=1,from=86,to=86,actions=[Select:typeFrom=Vertex,from=86,decision=true],[Remove:type=Vertex,to=84],[Remove:type=Vertex,to=85],[Remove:type=Vertex,to=86],[Remove:type=Vertex,to=87],[Remove:type=Vertex,to=98],[Remove:type=Vertex,to=100],[Remove:type=Vertex,to=109],[Remove:type=Vertex,to=111],[Remove:type=Vertex,to=120],[Remove:type=Vertex,to=121],[Remove:type=Vertex,to=122],[Remove:type=Vertex,to=123],[Remove:type=Vertex,to=124],[Remove:type=Vertex,to=125],[Remove:type=Vertex,to=134],[Remove:type=Vertex,to=135],[Remove:type=Vertex,to=136],[Remove:type=Vertex,to=137],[Remove:type=Vertex,to=138],[Remove:type=Vertex,to=146],[Remove:type=Vertex,to=147],[Remove:type=Vertex,to=150]]
Move=[Move:mover=2,from=20,to=20,actions=[Add:type=Vertex,to=20,what=2,decision=true]]
Move=[Move:mover=1,from=95,to=95,actions=[Add:type=Vertex,to=95,what=1,decision=true]]
Move=[Move:mover=2,from=81,to=81,actions=[Select:typeFrom=Vertex,from=81,decision=true],[Remove:type=Vertex,to=80],[Remove:type=Vertex,to=81],[Remove:type=Vertex,to=82],[Remove:type=Vertex,to=92],[Remove:type=Vertex,to=93],[Remove:type=Vertex,to=95],[Remove:type=Vertex,to=105],[Remove:type=Vertex,to=106],[Remove:type=Vertex,to=107],[Remove:type=Vertex,to=119]]
Move=[Move:mover=1,from=129,to=129,actions=[Add:type=Vertex,to=129,what=1,decision=true]]
Move=[Move:mover=2,from=8,to=8,actions=[Add:type=Vertex,to=8,what=2,decision=true]]
Move=[Move:mover=1,from=13,to=13,actions=[Add:type=Vertex,to=13,what=1,decision=true]]
Move=[Move:mover=2,from=22,to=22,actions=[Add:type=Vertex,to=22,what=2,decision=true]]
Move=[Move:mover=1,from=139,to=139,actions=[Add:type=Vertex,to=139,what=1,decision=true]]
Move=[Move:mover=2,from=46,to=46,actions=[Add:type=Vertex,to=46,what=2,decision=true]]
Move=[Move:mover=1,from=5,to=5,actions=[Add:type=Vertex,to=5,what=1,decision=true]]
Move=[Move:mover=2,from=35,to=35,actions=[Add:type=Vertex,to=35,what=2,decision=true]]
Move=[Move:mover=1,from=103,to=103,actions=[Add:type=Vertex,to=103,what=1,decision=true]]
Move=[Move:mover=2,from=155,to=155,actions=[Select:typeFrom=Vertex,from=155,decision=true],[Remove:type=Vertex,to=101],[Remove:type=Vertex,to=103],[Remove:type=Vertex,to=113],[Remove:type=Vertex,to=114],[Remove:type=Vertex,to=115],[Remove:type=Vertex,to=116],[Remove:type=Vertex,to=126],[Remove:type=Vertex,to=128],[Remove:type=Vertex,to=129],[Remove:type=Vertex,to=139],[Remove:type=Vertex,to=141],[Remove:type=Vertex,to=153],[Remove:type=Vertex,to=154],[Remove:type=Vertex,to=155],[Remove:type=Vertex,to=165],[Remove:type=Vertex,to=166]]
Move=[Move:mover=1,from=70,to=70,actions=[Add:type=Vertex,to=70,what=1,decision=true]]
Move=[Move:mover=2,from=47,to=47,actions=[Add:type=Vertex,to=47,what=2,decision=true]]
Move=[Move:mover=1,from=8,to=8,actions=[Select:typeFrom=Vertex,from=8,decision=true],[Remove:type=Vertex,to=8],[Remove:type=Vertex,to=20],[Remove:type=Vertex,to=21],[Remove:type=Vertex,to=22],[Remove:type=Vertex,to=33],[Remove:type=Vertex,to=34],[Remove:type=Vertex,to=35],[Remove:type=Vertex,to=46],[Remove:type=Vertex,to=47]]
LEGAL MOVES LIST SIZE = 42
LEGAL MOVES LIST SIZE = 42
LEGAL MOVES LIST SIZE = 44
LEGAL MOVES LIST SIZE = 43
LEGAL MOVES LIST SIZE = 46
LEGAL MOVES LIST SIZE = 44
LEGAL MOVES LIST SIZE = 47
LEGAL MOVES LIST SIZE = 45
LEGAL MOVES LIST SIZE = 53
LEGAL MOVES LIST SIZE = 45
LEGAL MOVES LIST SIZE = 55
LEGAL MOVES LIST SIZE = 46
LEGAL MOVES LIST SIZE = 56
LEGAL MOVES LIST SIZE = 48
LEGAL MOVES LIST SIZE = 57
LEGAL MOVES LIST SIZE = 47
LEGAL MOVES LIST SIZE = 58
LEGAL MOVES LIST SIZE = 46
LEGAL MOVES LIST SIZE = 58
LEGAL MOVES LIST SIZE = 48
LEGAL MOVES LIST SIZE = 59
LEGAL MOVES LIST SIZE = 49
LEGAL MOVES LIST SIZE = 61
LEGAL MOVES LIST SIZE = 49
LEGAL MOVES LIST SIZE = 62
LEGAL MOVES LIST SIZE = 49
LEGAL MOVES LIST SIZE = 63
LEGAL MOVES LIST SIZE = 46
LEGAL MOVES LIST SIZE = 59
LEGAL MOVES LIST SIZE = 46
LEGAL MOVES LIST SIZE = 60
LEGAL MOVES LIST SIZE = 45
LEGAL MOVES LIST SIZE = 61
LEGAL MOVES LIST SIZE = 47
LEGAL MOVES LIST SIZE = 60
LEGAL MOVES LIST SIZE = 47
LEGAL MOVES LIST SIZE = 65
LEGAL MOVES LIST SIZE = 46
LEGAL MOVES LIST SIZE = 66
LEGAL MOVES LIST SIZE = 47
LEGAL MOVES LIST SIZE = 68
LEGAL MOVES LIST SIZE = 47
LEGAL MOVES LIST SIZE = 69
LEGAL MOVES LIST SIZE = 48
LEGAL MOVES LIST SIZE = 70
LEGAL MOVES LIST SIZE = 49
LEGAL MOVES LIST SIZE = 71
LEGAL MOVES LIST SIZE = 50
LEGAL MOVES LIST SIZE = 79
LEGAL MOVES LIST SIZE = 49
LEGAL MOVES LIST SIZE = 79
LEGAL MOVES LIST SIZE = 54
LEGAL MOVES LIST SIZE = 77
LEGAL MOVES LIST SIZE = 53
LEGAL MOVES LIST SIZE = 76
LEGAL MOVES LIST SIZE = 45
LEGAL MOVES LIST SIZE = 70
LEGAL MOVES LIST SIZE = 44
LEGAL MOVES LIST SIZE = 68
LEGAL MOVES LIST SIZE = 42
LEGAL MOVES LIST SIZE = 67
LEGAL MOVES LIST SIZE = 41
LEGAL MOVES LIST SIZE = 67
LEGAL MOVES LIST SIZE = 41
LEGAL MOVES LIST SIZE = 68
LEGAL MOVES LIST SIZE = 38
LEGAL MOVES LIST SIZE = 68
LEGAL MOVES LIST SIZE = 38
LEGAL MOVES LIST SIZE = 66
LEGAL MOVES LIST SIZE = 37
LEGAL MOVES LIST SIZE = 71
LEGAL MOVES LIST SIZE = 43
LEGAL MOVES LIST SIZE = 62
LEGAL MOVES LIST SIZE = 40
LEGAL MOVES LIST SIZE = 62
LEGAL MOVES LIST SIZE = 40
LEGAL MOVES LIST SIZE = 63
LEGAL MOVES LIST SIZE = 38
LEGAL MOVES LIST SIZE = 66
LEGAL MOVES LIST SIZE = 32
LEGAL MOVES LIST SIZE = 68
LEGAL MOVES LIST SIZE = 31
LEGAL MOVES LIST SIZE = 67
LEGAL MOVES LIST SIZE = 30
LEGAL MOVES LIST SIZE = 67
LEGAL MOVES LIST SIZE = 31
LEGAL MOVES LIST SIZE = 71
LEGAL MOVES LIST SIZE = 37
LEGAL MOVES LIST SIZE = 69
LEGAL MOVES LIST SIZE = 36
LEGAL MOVES LIST SIZE = 69
LEGAL MOVES LIST SIZE = 38
LEGAL MOVES LIST SIZE = 68
LEGAL MOVES LIST SIZE = 38
LEGAL MOVES LIST SIZE = 62
LEGAL MOVES LIST SIZE = 33
LEGAL MOVES LIST SIZE = 62
LEGAL MOVES LIST SIZE = 34
LEGAL MOVES LIST SIZE = 71
LEGAL MOVES LIST SIZE = 33
LEGAL MOVES LIST SIZE = 73
LEGAL MOVES LIST SIZE = 32
LEGAL MOVES LIST SIZE = 74
LEGAL MOVES LIST SIZE = 26
LEGAL MOVES LIST SIZE = 72
LEGAL MOVES LIST SIZE = 32
LEGAL MOVES LIST SIZE = 68
LEGAL MOVES LIST SIZE = 35
LEGAL MOVES LIST SIZE = 75
LEGAL MOVES LIST SIZE = 34
LEGAL MOVES LIST SIZE = 75
LEGAL MOVES LIST SIZE = 16
LEGAL MOVES LIST SIZE = 58
LEGAL MOVES LIST SIZE = 18
LEGAL MOVES LIST SIZE = 47
LEGAL MOVES LIST SIZE = 8
LEGAL MOVES LIST SIZE = 46
LEGAL MOVES LIST SIZE = 8
LEGAL MOVES LIST SIZE = 52
LEGAL MOVES LIST SIZE = 8
LEGAL MOVES LIST SIZE = 52
LEGAL MOVES LIST SIZE = 7
LEGAL MOVES LIST SIZE = 53
LEGAL MOVES LIST SIZE = 24
LEGAL MOVES LIST SIZE = 39
LEGAL MOVES LIST SIZE = 8
LEGAL MOVES LIST SIZE = 40
numInitialPlacementMoves=24
winner=1
endtype=NaturalEnd
rankings=0.0,1.0,2.0
SANDBOX=false
LUDII_VERSION=1.3.1
